epoch,train_loss,train_acc,val_loss,val_acc
1.0,2.179056788203724,0.26177083333333334,1.9459554207952399,0.32375
2.0,1.879221006881359,0.35489583333333335,1.8407044034255178,0.38375
3.0,1.726364984464804,0.4110416666666667,1.7897899315545434,0.4083333333333333
4.0,1.6443260333862812,0.43427083333333333,1.7106274036984694,0.43875
5.0,1.5681167480557463,0.4582291666666667,1.5242887727524106,0.48375
6.0,1.5204367954469598,0.48010416666666667,1.4729838857525273,0.51625
7.0,1.4165817992235734,0.5155208333333333,1.5708373737962622,0.48
8.0,1.328594381032988,0.5475,2.0075968378468563,0.52625
9.0,1.347578429106462,0.5377083333333333,1.5249956022751958,0.48625
10.0,1.2378829444365644,0.5760416666666667,1.3706429639929218,0.5416666666666666
11.0,1.1403778765684742,0.6098958333333333,1.4184809648676922,0.5354166666666667
12.0,1.0561631951617243,0.6375,1.4676622050373178,0.5420833333333334
13.0,0.9726789401615181,0.6663541666666667,1.3494484283422168,0.565
14.0,0.8672771301380423,0.7022916666666666,1.3150366611386601,0.5895833333333333
15.0,0.765927197727254,0.7363541666666666,1.4872376595280672,0.5641666666666667
16.0,0.6591529431335158,0.7734375,1.3173786095882718,0.6075
17.0,0.5524095084481065,0.8134375,1.4559971231379008,0.6008333333333333
18.0,0.4693965730675035,0.835625,1.585526965166393,0.5870833333333333
19.0,0.3768902251688745,0.8702083333333334,1.7569717004110939,0.56625
20.0,0.3056565142821434,0.8965625,1.8444733086385225,0.5725
