epoch,train_loss,train_acc,val_loss,val_acc
1.0,2.177583930500322,0.2707573705594333,2.0387327741635475,0.28738025822573926
2.0,1.8521691604310095,0.36628815501614753,1.87432472486245,0.3665139525197834
3.0,1.7322532801929107,0.40577143452442965,1.7031648492342548,0.426905456059975
4.0,1.6327135824285868,0.4404625481821023,1.6692275593155308,0.4273219491878384
5.0,1.5543338408897882,0.4653609751015731,1.671816005518562,0.4464806330695544
6.0,1.5460843580505776,0.4721325138035212,1.7760400270160877,0.4410662224073303
7.0,1.4228200662967772,0.5161996041254298,1.6195871461378901,0.48854643898375677
8.0,1.339322833919842,0.5433899364517137,1.5147129532537962,0.5156184922948771
9.0,1.2615216859551364,0.5665173455568289,1.5860295052591122,0.5343606830487297
10.0,1.1847170577492825,0.5938118554016043,1.5237171842079413,0.497292794668888
11.0,1.1163228573989235,0.6188144598395666,1.5957824289798737,0.5085381091211995
12.0,1.0335729561770872,0.6527763308677987,2.5989724083950647,0.4568929612661391
13.0,1.0245308895839804,0.6504844254609855,1.407664451159929,0.5701790920449813
14.0,0.8341645290487233,0.7202833628502969,1.3935032973164005,0.5697625989171179
15.0,0.7180802798350387,0.7562246067298677,1.4592899895812337,0.5660141607663474
16.0,0.6550638200436716,0.7762266902802375,1.6446607305031073,0.5618492294877134
17.0,0.49403783441381993,0.8318574851547036,1.6856291847009408,0.5418575593502707
18.0,0.37205118596850834,0.8719658297739348,1.744248100801518,0.5626822157434402
19.0,0.3172777197215446,0.8924888009167622,1.9806983463074033,0.5605997501041233
20.0,0.27905819571245943,0.9091572038754037,1.7184508172305006,0.5914202415660141
