epoch,train_loss,train_acc,val_loss,val_acc
1.0,2.7099275469779966,0.14921875,3.1496028105417886,0.1747269890795632
2.0,2.2985930144786835,0.23203125,2.9822211265563965,0.2059282371294852
3.0,2.0554906249046327,0.31640625,2.321657759802682,0.3073322932917317
4.0,1.8236103415489198,0.37890625,2.1869401250566756,0.31357254290171604
5.0,1.8326803982257842,0.36015625,1.9794768350464957,0.34321372854914195
6.0,1.7093110978603363,0.41328125,2.0863655578522455,0.3166926677067083
7.0,1.548013523221016,0.46484375,2.044512322970799,0.3369734789391576
8.0,1.4933752059936523,0.4890625,2.1467601231166293,0.3463338533541342
9.0,1.4228310704231262,0.51015625,2.1839016505650113,0.31981279251170047
10.0,1.3500978514552116,0.51796875,2.2210773399897983,0.3416536661466459
11.0,1.2612531289458275,0.5671875,2.4524083875474476,0.30109204368174725
12.0,1.1471891283988953,0.6125,2.438347095534915,0.34321372854914195
13.0,1.0823700726032257,0.63125,2.5967713608628227,0.3369734789391576
14.0,1.0820262104272842,0.6359375,3.7142323780627478,0.34477379095163807
15.0,0.9585703939199448,0.659375,2.7092140969775973,0.35725429017160687
16.0,0.7731565639376641,0.73984375,2.7665179059618996,0.35569422776911075
17.0,0.46897814646363256,0.84609375,2.2914838109697615,0.42745709828393136
18.0,0.2640435926616192,0.93515625,2.3792246182759604,0.4118564742589704
19.0,0.20106038115918637,0.95234375,2.593480802717663,0.41497659906396256
20.0,0.15196180222555994,0.96328125,2.839263121287028,0.3915756630265211
